date,dogecoin_unscaled,dogecoin_monthly,isPartial,scale,dogecoin
2020-10-10,73,0.0,,0.0,0.0
2020-10-11,49,0.0,False,0.0,0.0
2020-10-12,72,0.0,,0.0,0.0
2020-10-13,78,0.0,,0.0,0.0
2020-10-14,71,0.0,,0.0,0.0
2020-10-15,79,0.0,,0.0,0.0
2020-10-16,44,0.0,,0.0,0.0
2020-10-17,80,0.0,,0.0,0.0
2020-10-18,81,0.0,False,0.0,0.0
2020-10-19,79,0.0,,0.0,0.0
2020-10-20,28,0.0,,0.0,0.0
2020-10-21,71,0.0,,0.0,0.0
2020-10-22,95,0.0,,0.0,0.0
2020-10-23,75,0.0,,0.0,0.0
2020-10-24,79,0.0,,0.0,0.0
2020-10-25,56,0.0,False,0.0,0.0
2020-10-26,100,0.0,,0.0,0.0
2020-10-27,79,0.0,,0.0,0.0
2020-10-28,64,0.0,,0.0,0.0
2020-10-29,36,0.0,,0.0,0.0
2020-10-30,89,0.0,,0.0,0.0
2020-10-31,40,0.0,,0.0,0.0
2020-11-01,30,0.0,False,0.0,0.0
2020-11-02,23,0.0,,0.0,0.0
2020-11-03,25,0.0,,0.0,0.0
2020-11-04,45,0.0,,0.0,0.0
2020-11-05,25,0.0,,0.0,0.0
2020-11-06,38,0.0,,0.0,0.0
2020-11-07,27,0.0,,0.0,0.0
2020-11-08,22,0.0,False,0.0,0.0
2020-11-09,40,0.0,,0.0,0.0
2020-11-10,31,0.0,,0.0,0.0
2020-11-11,43,0.0,,0.0,0.0
2020-11-12,38,0.0,,0.0,0.0
2020-11-13,33,0.0,,0.0,0.0
2020-11-14,37,0.0,,0.0,0.0
2020-11-15,32,0.0,False,0.0,0.0
2020-11-16,43,0.0,,0.0,0.0
2020-11-17,46,0.0,,0.0,0.0
2020-11-18,34,0.0,,0.0,0.0
2020-11-19,37,0.0,,0.0,0.0
2020-11-20,45,0.0,,0.0,0.0
2020-11-21,75,0.0,,0.0,0.0
2020-11-22,45,1.0,False,0.01,0.45
2020-11-23,67,1.0,,0.01,0.67
2020-11-24,100,1.0,,0.01,1.0
2020-11-25,63,1.0,,0.01,0.63
2020-11-26,38,1.0,,0.01,0.38
2020-11-27,44,1.0,,0.01,0.44
2020-11-28,60,1.0,,0.01,0.6
2020-11-29,75,0.0,False,0.0,0.0
2020-11-30,54,0.0,,0.0,0.0
2020-12-01,11,0.0,,0.0,0.0
2020-12-02,6,0.0,,0.0,0.0
2020-12-03,7,0.0,,0.0,0.0
2020-12-04,13,0.0,,0.0,0.0
2020-12-05,16,0.0,,0.0,0.0
2020-12-06,11,0.0,False,0.0,0.0
2020-12-07,9,0.0,,0.0,0.0
2020-12-08,13,0.0,,0.0,0.0
2020-12-09,14,0.0,,0.0,0.0
2020-12-10,8,0.0,,0.0,0.0
2020-12-11,12,0.0,,0.0,0.0
2020-12-12,12,0.0,,0.0,0.0
2020-12-13,13,1.0,False,0.01,0.13
2020-12-14,9,1.0,,0.01,0.09
2020-12-15,12,1.0,,0.01,0.12
2020-12-16,8,1.0,,0.01,0.08
2020-12-17,22,1.0,,0.01,0.22
2020-12-18,26,1.0,,0.01,0.26
2020-12-19,21,1.0,,0.01,0.21
2020-12-20,78,2.0,False,0.02,1.56
2020-12-21,100,2.0,,0.02,2.0
2020-12-22,39,2.0,,0.02,0.78
2020-12-23,30,2.0,,0.02,0.6
2020-12-24,24,2.0,,0.02,0.48
2020-12-25,22,2.0,,0.02,0.44
2020-12-26,29,2.0,,0.02,0.58
2020-12-27,25,3.0,False,0.03,0.75
2020-12-28,36,3.0,,0.03,1.08
2020-12-29,25,3.0,,0.03,0.75
2020-12-30,39,3.0,,0.03,1.17
2020-12-31,26,3.0,,0.03,0.78
2021-01-01,1,3.0,,0.03,0.03
2021-01-02,6,3.0,,0.03,0.18
2021-01-03,6,6.0,False,0.06,0.36
2021-01-04,3,6.0,,0.06,0.18
2021-01-05,2,6.0,,0.06,0.12
2021-01-06,2,6.0,,0.06,0.12
2021-01-07,2,6.0,,0.06,0.12
2021-01-08,2,6.0,,0.06,0.12
2021-01-09,2,6.0,,0.06,0.12
2021-01-10,2,3.0,False,0.03,0.06
2021-01-11,2,3.0,,0.03,0.06
2021-01-12,1,3.0,,0.03,0.03
2021-01-13,1,3.0,,0.03,0.03
2021-01-14,1,3.0,,0.03,0.03
2021-01-15,1,3.0,,0.03,0.03
2021-01-16,1,3.0,,0.03,0.03
2021-01-17,1,2.0,False,0.02,0.02
2021-01-18,1,2.0,,0.02,0.02
2021-01-19,1,2.0,,0.02,0.02
2021-01-20,1,2.0,,0.02,0.02
2021-01-21,0,2.0,,0.02,0.0
2021-01-22,1,2.0,,0.02,0.02
2021-01-23,1,2.0,,0.02,0.02
2021-01-24,1,52.0,False,0.52,0.52
2021-01-25,1,52.0,,0.52,0.52
2021-01-26,1,52.0,,0.52,0.52
2021-01-27,1,52.0,,0.52,0.52
2021-01-28,20,52.0,,0.52,10.4
2021-01-29,100,52.0,,0.52,52.0
2021-01-30,41,52.0,,0.52,21.32
2021-01-31,23,43.0,False,0.43,9.89
2021-02-01,54,43.0,,0.43,23.22
2021-02-02,30,43.0,,0.43,12.9
2021-02-03,25,43.0,,0.43,10.75
2021-02-04,86,43.0,,0.43,36.98
2021-02-05,50,43.0,,0.43,21.5
2021-02-06,48,43.0,,0.43,20.64
2021-02-07,95,50.0,False,0.5,47.5
2021-02-08,100,50.0,,0.5,50.0
2021-02-09,67,50.0,,0.5,33.5
2021-02-10,47,50.0,,0.5,23.5
2021-02-11,38,50.0,,0.5,19.0
2021-02-12,33,50.0,,0.5,16.5
2021-02-13,26,50.0,,0.5,13.0
2021-02-14,27,21.0,False,0.21,5.67
2021-02-15,33,21.0,,0.21,6.93
2021-02-16,29,21.0,,0.21,6.09
2021-02-17,23,21.0,,0.21,4.83
2021-02-18,23,21.0,,0.21,4.83
2021-02-19,20,21.0,,0.21,4.2
2021-02-20,19,21.0,,0.21,3.9899999999999998
2021-02-21,18,13.0,False,0.13,2.34
2021-02-22,19,13.0,,0.13,2.47
2021-02-23,17,13.0,,0.13,2.21
2021-02-24,18,13.0,,0.13,2.34
2021-02-25,15,13.0,,0.13,1.9500000000000002
2021-02-26,13,13.0,,0.13,1.69
2021-02-27,11,13.0,,0.13,1.4300000000000002
2021-02-28,11,9.0,False,0.09,0.99
2021-03-01,78,9.0,,0.09,7.02
2021-03-02,83,9.0,,0.09,7.47
2021-03-03,68,9.0,,0.09,6.12
2021-03-04,74,9.0,,0.09,6.66
2021-03-05,64,9.0,,0.09,5.76
2021-03-06,68,9.0,,0.09,6.12
2021-03-07,64,9.0,False,0.09,5.76
2021-03-08,92,9.0,,0.09,8.28
2021-03-09,91,9.0,,0.09,8.19
2021-03-10,68,9.0,,0.09,6.12
2021-03-11,65,9.0,,0.09,5.85
2021-03-12,58,9.0,,0.09,5.22
2021-03-13,77,9.0,,0.09,6.93
2021-03-14,100,8.0,False,0.08,8.0
2021-03-15,77,8.0,,0.08,6.16
2021-03-16,75,8.0,,0.08,6.0
2021-03-17,56,8.0,,0.08,4.48
2021-03-18,64,8.0,,0.08,5.12
2021-03-19,50,8.0,,0.08,4.0
2021-03-20,50,8.0,,0.08,4.0
2021-03-21,46,5.0,False,0.05,2.3000000000000003
2021-03-22,40,5.0,,0.05,2.0
2021-03-23,45,5.0,,0.05,2.25
2021-03-24,43,5.0,,0.05,2.15
2021-03-25,40,5.0,,0.05,2.0
2021-03-26,37,5.0,,0.05,1.85
2021-03-27,30,5.0,,0.05,1.5
2021-03-28,28,6.0,False,0.06,1.68
2021-03-29,37,6.0,,0.06,2.2199999999999998
2021-03-30,38,6.0,,0.06,2.28
2021-03-31,32,6.0,,0.06,1.92
2021-04-01,5,6.0,,0.06,0.3
2021-04-02,4,6.0,,0.06,0.24
2021-04-03,3,6.0,,0.06,0.18
2021-04-04,3,6.0,False,0.06,0.18
2021-04-05,3,6.0,,0.06,0.18
2021-04-06,4,6.0,,0.06,0.24
2021-04-07,4,6.0,,0.06,0.24
2021-04-08,3,6.0,,0.06,0.18
2021-04-09,2,6.0,,0.06,0.12
2021-04-10,3,6.0,,0.06,0.18
2021-04-11,6,67.0,False,0.67,4.0200000000000005
2021-04-12,5,67.0,,0.67,3.35
2021-04-13,9,67.0,,0.67,6.03
2021-04-14,28,67.0,,0.67,18.76
2021-04-15,26,67.0,,0.67,17.42
2021-04-16,100,67.0,,0.67,67.0
2021-04-17,56,67.0,,0.67,37.52
2021-04-18,39,69.0,False,0.69,26.909999999999997
2021-04-19,46,69.0,,0.69,31.74
2021-04-20,51,69.0,,0.69,35.19
2021-04-21,30,69.0,,0.69,20.7
2021-04-22,25,69.0,,0.69,17.25
2021-04-23,27,69.0,,0.69,18.63
2021-04-24,19,69.0,,0.69,13.11
2021-04-25,16,34.0,False,0.34,5.44
2021-04-26,16,34.0,,0.34,5.44
2021-04-27,14,34.0,,0.34,4.760000000000001
2021-04-28,20,34.0,,0.34,6.800000000000001
2021-04-29,16,34.0,,0.34,5.44
2021-04-30,14,34.0,,0.34,4.760000000000001
2021-05-01,17,34.0,,0.34,5.78
2021-05-02,16,95.0,False,0.95,15.2
2021-05-03,22,95.0,,0.95,20.9
2021-05-04,54,95.0,,0.95,51.3
2021-05-05,69,95.0,,0.95,65.55
2021-05-06,45,95.0,,0.95,42.75
2021-05-07,43,95.0,,0.95,40.85
2021-05-08,61,95.0,,0.95,57.949999999999996
2021-05-09,100,100.0,False,1.0,100.0
2021-05-10,55,100.0,,1.0,55.0
2021-05-11,38,100.0,,1.0,38.0
2021-05-12,32,100.0,,1.0,32.0
2021-05-13,38,100.0,,1.0,38.0
2021-05-14,41,100.0,,1.0,41.0
2021-05-15,27,100.0,,1.0,27.0
2021-05-16,24,51.0,False,0.51,12.24
2021-05-17,25,51.0,,0.51,12.75
2021-05-18,19,51.0,,0.51,9.69
2021-05-19,34,51.0,,0.51,17.34
2021-05-20,24,51.0,,0.51,12.24
2021-05-21,20,51.0,,0.51,10.2
2021-05-22,16,51.0,,0.51,8.16
2021-05-23,18,29.0,False,0.29,5.22
2021-05-24,17,29.0,,0.29,4.93
2021-05-25,15,29.0,,0.29,4.35
2021-05-26,13,29.0,,0.29,3.7699999999999996
2021-05-27,11,29.0,,0.29,3.19
2021-05-28,11,29.0,,0.29,3.19
2021-05-29,10,29.0,,0.29,2.9
2021-05-30,8,25.0,False,0.25,2.0
2021-05-31,9,25.0,,0.25,2.25
2021-06-01,61,25.0,,0.25,15.25
2021-06-02,100,25.0,,0.25,25.0
2021-06-03,83,25.0,,0.25,20.75
2021-06-04,68,25.0,,0.25,17.0
2021-06-05,56,25.0,,0.25,14.0
2021-06-06,49,17.0,False,0.17,8.33
2021-06-07,49,17.0,,0.17,8.33
2021-06-08,56,17.0,,0.17,9.520000000000001
2021-06-09,46,17.0,,0.17,7.82
2021-06-10,44,17.0,,0.17,7.48
2021-06-11,37,17.0,,0.17,6.29
2021-06-12,35,17.0,,0.17,5.95
2021-06-13,35,12.0,False,0.12,4.2
2021-06-14,42,12.0,,0.12,5.04
2021-06-15,31,12.0,,0.12,3.7199999999999998
2021-06-16,30,12.0,,0.12,3.5999999999999996
2021-06-17,26,12.0,,0.12,3.12
2021-06-18,29,12.0,,0.12,3.48
2021-06-19,28,12.0,,0.12,3.36
2021-06-20,34,18.0,False,0.18,6.12
2021-06-21,61,18.0,,0.18,10.98
2021-06-22,72,18.0,,0.18,12.959999999999999
2021-06-23,47,18.0,,0.18,8.459999999999999
2021-06-24,38,18.0,,0.18,6.84
2021-06-25,47,18.0,,0.18,8.459999999999999
2021-06-26,35,18.0,,0.18,6.3
2021-06-27,30,12.0,False,0.12,3.5999999999999996
2021-06-28,35,12.0,,0.12,4.2
2021-06-29,30,12.0,,0.12,3.5999999999999996
2021-06-30,28,12.0,,0.12,3.36
2021-07-01,100,12.0,,0.12,12.0
2021-07-02,95,12.0,,0.12,11.4
2021-07-03,79,12.0,,0.12,9.48
2021-07-04,80,10.0,False,0.1,8.0
2021-07-05,60,10.0,,0.1,6.0
2021-07-06,66,10.0,,0.1,6.6000000000000005
2021-07-07,61,10.0,,0.1,6.1000000000000005
2021-07-08,79,10.0,,0.1,7.9
2021-07-09,78,10.0,,0.1,7.800000000000001
2021-07-10,63,10.0,,0.1,6.300000000000001
2021-07-11,56,9.0,False,0.09,5.04
2021-07-12,55,9.0,,0.09,4.95
2021-07-13,62,9.0,,0.09,5.58
2021-07-14,64,9.0,,0.09,5.76
2021-07-15,67,9.0,,0.09,6.029999999999999
2021-07-16,71,9.0,,0.09,6.39
2021-07-17,63,9.0,,0.09,5.67
2021-07-18,62,9.0,False,0.09,5.58
2021-07-19,75,9.0,,0.09,6.75
2021-07-20,70,9.0,,0.09,6.3
2021-07-21,75,9.0,,0.09,6.75
2021-07-22,75,9.0,,0.09,6.75
2021-07-23,54,9.0,,0.09,4.859999999999999
2021-07-24,49,9.0,,0.09,4.41
2021-07-25,59,8.0,False,0.08,4.72
2021-07-26,84,8.0,,0.08,6.72
2021-07-27,61,8.0,,0.08,4.88
2021-07-28,55,8.0,,0.08,4.4
2021-07-29,54,8.0,,0.08,4.32
2021-07-30,45,8.0,,0.08,3.6
2021-07-31,43,8.0,,0.08,3.44
2021-08-01,38,7.0,False,0.07,2.66
2021-08-02,40,7.0,,0.07,2.8000000000000003
2021-08-03,41,7.0,,0.07,2.87
2021-08-04,37,7.0,,0.07,2.5900000000000003
2021-08-05,39,7.0,,0.07,2.7300000000000004
2021-08-06,39,7.0,,0.07,2.7300000000000004
2021-08-07,52,7.0,,0.07,3.6400000000000006
2021-08-08,78,10.0,False,0.1,7.800000000000001
2021-08-09,57,10.0,,0.1,5.7
2021-08-10,52,10.0,,0.1,5.2
2021-08-11,68,10.0,,0.1,6.800000000000001
2021-08-12,65,10.0,,0.1,6.5
2021-08-13,62,10.0,,0.1,6.2
2021-08-14,61,10.0,,0.1,6.1000000000000005
2021-08-15,86,11.0,False,0.11,9.46
2021-08-16,100,11.0,,0.11,11.0
2021-08-17,81,11.0,,0.11,8.91
2021-08-18,63,11.0,,0.11,6.93
2021-08-19,63,11.0,,0.11,6.93
2021-08-20,66,11.0,,0.11,7.26
2021-08-21,55,11.0,,0.11,6.05
2021-08-22,48,8.0,False,0.08,3.84
2021-08-23,66,8.0,,0.08,5.28
2021-08-24,67,8.0,,0.08,5.36
2021-08-25,47,8.0,,0.08,3.7600000000000002
2021-08-26,46,8.0,,0.08,3.68
2021-08-27,45,8.0,,0.08,3.6
2021-08-28,43,8.0,,0.08,3.44
2021-08-29,38,7.0,False,0.07,2.66
2021-08-30,40,7.0,,0.07,2.8000000000000003
2021-08-31,39,7.0,,0.07,2.7300000000000004
2021-09-01,78,7.0,,0.07,5.460000000000001
2021-09-02,86,7.0,,0.07,6.0200000000000005
2021-09-03,88,7.0,,0.07,6.16
2021-09-04,73,7.0,,0.07,5.11
2021-09-05,65,6.0,False,0.06,3.9
2021-09-06,76,6.0,,0.06,4.56
2021-09-07,100,6.0,,0.06,6.0
2021-09-08,85,6.0,,0.06,5.1
2021-09-09,69,6.0,,0.06,4.14
2021-09-10,53,6.0,,0.06,3.1799999999999997
2021-09-11,53,6.0,,0.06,3.1799999999999997
2021-09-12,58,6.0,False,0.06,3.48
2021-09-13,59,6.0,,0.06,3.54
2021-09-14,73,6.0,,0.06,4.38
2021-09-15,65,6.0,,0.06,3.9
2021-09-16,68,6.0,,0.06,4.08
2021-09-17,62,6.0,,0.06,3.7199999999999998
2021-09-18,49,6.0,,0.06,2.94
2021-09-19,42,6.0,False,0.06,2.52
2021-09-20,60,6.0,,0.06,3.5999999999999996
2021-09-21,72,6.0,,0.06,4.32
2021-09-22,67,6.0,,0.06,4.02
2021-09-23,69,6.0,,0.06,4.14
2021-09-24,66,6.0,,0.06,3.96
2021-09-25,47,6.0,,0.06,2.82
2021-09-26,53,4.0,False,0.04,2.12
2021-09-27,55,4.0,,0.04,2.2
2021-09-28,43,4.0,,0.04,1.72
2021-09-29,49,4.0,,0.04,1.96
2021-09-30,45,4.0,,0.04,1.8
2021-10-01,31,4.0,,0.04,1.24
2021-10-02,22,4.0,,0.04,0.88
2021-10-03,24,7.0,False,0.07,1.6800000000000002
2021-10-04,30,7.0,,0.07,2.1
2021-10-05,38,7.0,,0.07,2.66
2021-10-06,42,7.0,,0.07,2.9400000000000004
2021-10-07,37,7.0,,0.07,2.5900000000000003
2021-10-08,36,7.0,,0.07,2.5200000000000005
2021-10-09,31,7.0,,0.07,2.1700000000000004
2021-10-10,29,6.0,False,0.06,1.74
2021-10-11,32,6.0,,0.06,1.92
2021-10-12,31,6.0,,0.06,1.8599999999999999
2021-10-13,28,6.0,,0.06,1.68
2021-10-14,33,6.0,,0.06,1.98
2021-10-15,33,6.0,,0.06,1.98
2021-10-16,29,6.0,,0.06,1.74
2021-10-17,27,6.0,False,0.06,1.6199999999999999
2021-10-18,41,6.0,,0.06,2.46
2021-10-19,34,6.0,,0.06,2.04
2021-10-20,41,6.0,,0.06,2.46
2021-10-21,42,6.0,,0.06,2.52
2021-10-22,30,6.0,,0.06,1.7999999999999998
2021-10-23,32,6.0,,0.06,1.92
2021-10-24,45,11.0,False,0.11,4.95
2021-10-25,48,11.0,,0.11,5.28
2021-10-26,46,11.0,,0.11,5.06
2021-10-27,56,11.0,,0.11,6.16
2021-10-28,100,11.0,,0.11,11.0
2021-10-29,66,11.0,,0.11,7.26
2021-10-30,49,11.0,,0.11,5.39
2021-10-31,47,7.0,False,0.07,3.2900000000000005
2021-11-01,100,7.0,,0.07,7.000000000000001
2021-11-02,92,7.0,,0.07,6.44
2021-11-03,84,7.0,,0.07,5.880000000000001
2021-11-04,68,7.0,,0.07,4.760000000000001
2021-11-05,70,7.0,,0.07,4.9
2021-11-06,66,7.0,,0.07,4.62
2021-11-07,63,7.0,False,0.07,4.41
2021-11-08,85,7.0,,0.07,5.95
2021-11-09,87,7.0,,0.07,6.090000000000001
2021-11-10,64,7.0,,0.07,4.48
2021-11-11,63,7.0,,0.07,4.41
2021-11-12,62,7.0,,0.07,4.340000000000001
2021-11-13,56,7.0,,0.07,3.9200000000000004
2021-11-14,58,5.0,False,0.05,2.9000000000000004
2021-11-15,62,5.0,,0.05,3.1
2021-11-16,59,5.0,,0.05,2.95
2021-11-17,54,5.0,,0.05,2.7
2021-11-18,63,5.0,,0.05,3.1500000000000004
2021-11-19,58,5.0,,0.05,2.9000000000000004
2021-11-20,46,5.0,,0.05,2.3000000000000003
2021-11-21,53,5.0,False,0.05,2.6500000000000004
2021-11-22,50,5.0,,0.05,2.5
2021-11-23,60,5.0,,0.05,3.0
2021-11-24,50,5.0,,0.05,2.5
2021-11-25,57,5.0,,0.05,2.85
2021-11-26,54,5.0,,0.05,2.7
2021-11-27,43,5.0,,0.05,2.15
2021-11-28,45,5.0,False,0.05,2.25
2021-11-29,55,5.0,,0.05,2.75
2021-11-30,59,5.0,,0.05,2.95
2021-12-01,31,5.0,,0.05,1.55
2021-12-02,28,5.0,,0.05,1.4000000000000001
2021-12-03,28,5.0,,0.05,1.4000000000000001
2021-12-04,42,5.0,,0.05,2.1
2021-12-05,33,4.0,False,0.04,1.32
2021-12-06,31,4.0,,0.04,1.24
2021-12-07,31,4.0,,0.04,1.24
2021-12-08,24,4.0,,0.04,0.96
2021-12-09,22,4.0,,0.04,0.88
2021-12-10,21,4.0,,0.04,0.84
2021-12-11,22,4.0,,0.04,0.88
2021-12-12,21,7.0,False,0.07,1.4700000000000002
2021-12-13,25,7.0,,0.07,1.7500000000000002
2021-12-14,100,7.0,,0.07,7.000000000000001
2021-12-15,65,7.0,,0.07,4.550000000000001
2021-12-16,43,7.0,,0.07,3.0100000000000002
2021-12-17,36,7.0,,0.07,2.5200000000000005
2021-12-18,29,7.0,,0.07,2.0300000000000002
2021-12-19,27,5.0,False,0.05,1.35
2021-12-20,25,5.0,,0.05,1.25
2021-12-21,28,5.0,,0.05,1.4000000000000001
2021-12-22,29,5.0,,0.05,1.4500000000000002
2021-12-23,30,5.0,,0.05,1.5
2021-12-24,31,5.0,,0.05,1.55
2021-12-25,35,5.0,,0.05,1.75
2021-12-26,34,5.0,False,0.05,1.7000000000000002
2021-12-27,34,5.0,,0.05,1.7000000000000002
2021-12-28,28,5.0,,0.05,1.4000000000000001
2021-12-29,27,5.0,,0.05,1.35
2021-12-30,29,5.0,,0.05,1.4500000000000002
2021-12-31,21,5.0,,0.05,1.05
2022-01-01,26,5.0,,0.05,1.3
2022-01-02,29,5.0,False,0.05,1.4500000000000002
2022-01-03,29,5.0,,0.05,1.4500000000000002
2022-01-04,28,5.0,,0.05,1.4000000000000001
2022-01-05,27,5.0,,0.05,1.35
2022-01-06,35,5.0,,0.05,1.75
2022-01-07,35,5.0,,0.05,1.75
2022-01-08,30,5.0,,0.05,1.5
2022-01-09,28,7.0,False,0.07,1.9600000000000002
2022-01-10,31,7.0,,0.07,2.1700000000000004
2022-01-11,32,7.0,,0.07,2.24
2022-01-12,31,7.0,,0.07,2.1700000000000004
2022-01-13,33,7.0,,0.07,2.31
2022-01-14,100,7.0,,0.07,7.000000000000001
2022-01-15,61,7.0,,0.07,4.2700000000000005
2022-01-16,47,5.0,False,0.05,2.35
2022-01-17,34,5.0,,0.05,1.7000000000000002
2022-01-18,29,5.0,,0.05,1.4500000000000002
2022-01-19,32,5.0,,0.05,1.6
2022-01-20,33,5.0,,0.05,1.6500000000000001
2022-01-21,38,5.0,,0.05,1.9000000000000001
2022-01-22,43,5.0,,0.05,2.15
2022-01-23,37,6.0,False,0.06,2.2199999999999998
2022-01-24,38,6.0,,0.06,2.28
2022-01-25,44,6.0,,0.06,2.6399999999999997
2022-01-26,40,6.0,,0.06,2.4
2022-01-27,34,6.0,,0.06,2.04
2022-01-28,28,6.0,,0.06,1.68
2022-01-29,25,6.0,,0.06,1.5
2022-01-30,23,4.0,True,0.04,0.92
2022-01-31,23,4.0,,0.04,0.92
2022-02-01,93,4.0,,0.04,3.72
2022-02-02,87,4.0,,0.04,3.48
2022-02-03,82,4.0,,0.04,3.2800000000000002
2022-02-04,100,4.0,,0.04,4.0
